File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD16A2GF_061_ET_500m_doy2015033_aid0001,ET_500m,aid0001,2015-02-02,295756.0,2.5,38.8,"(2.5,38.8)",14.4861917,6.8988005,47.5934479,21.5,38.8,13.2,2.5,7.9
MOD16A2GF_061_ET_500m_doy2015041_aid0001,ET_500m,aid0001,2015-02-10,295756.0,1.8,39.4,"(1.8,39.4)",13.9384114,6.7770417,45.9282941,20.6,39.4,12.4,1.8,7.6
MOD16A2GF_061_ET_500m_doy2015049_aid0001,ET_500m,aid0001,2015-02-18,295756.0,2.6,44.5,"(2.6,44.5)",15.2980278,7.595839,57.6967709,22.8,41.3,13.1,2.6,8.6
MOD16A2GF_061_ET_500m_doy2015057_aid0001,ET_500m,aid0001,2015-02-26,295756.0,2.8,45.8,"(2.8,45.8)",14.4270777,7.8479341,61.5900699,21.0,40.8,12.1,2.8,7.7
MOD16A2GF_061_ET_500m_doy2015065_aid0001,ET_500m,aid0001,2015-03-06,295756.0,0.7,48.2,"(0.7,48.2)",15.1526738,10.2984875,106.0588456,26.6,48.2,10.7,0.7,6.2
MOD16A2GF_061_ET_500m_doy2015073_aid0001,ET_500m,aid0001,2015-03-14,295756.0,0.8,50.9,"(0.8,50.9)",14.6492534,10.1635527,103.2978029,26.2,50.9,10.2,0.8,6.2
MOD16A2GF_061_ET_500m_doy2015081_aid0001,ET_500m,aid0001,2015-03-22,295756.0,1.4,46.8,"(1.4,46.8)",13.1457323,8.0919134,65.4790627,19.4,38.0,9.8,1.4,7.0
MOD16A2GF_061_ET_500m_doy2015089_aid0001,ET_500m,aid0001,2015-03-30,295756.0,2.1,53.6,"(2.1,53.6)",15.4042596,8.8438065,78.2129132,20.6,38.7,12.8,2.1,8.5
MOD16A2GF_061_ET_500m_doy2015097_aid0001,ET_500m,aid0001,2015-04-07,295756.0,1.1,51.9,"(1.1,51.9)",15.4954009,8.6636986,75.0596735,20.9,39.0,13.1,1.1,8.8
MOD16A2GF_061_ET_500m_doy2015105_aid0001,ET_500m,aid0001,2015-04-15,295756.0,2.2,55.5,"(2.2,55.5)",16.7123172,8.0489133,64.785005,22.5,40.9,15.2,2.2,10.2
MOD16A2GF_061_ET_500m_doy2015113_aid0001,ET_500m,aid0001,2015-04-23,295756.0,3.6,55.4,"(3.6,55.4)",20.1591826,7.6278865,58.1846523,27.2,46.9,19.7,3.6,13.9
MOD16A2GF_061_ET_500m_doy2015121_aid0001,ET_500m,aid0001,2015-05-01,295756.0,1.5,61.5,"(1.5,61.5)",24.2487321,10.4214218,108.6060333,34.5,61.5,24.4,1.5,15.3
MOD16A2GF_061_ET_500m_doy2015129_aid0001,ET_500m,aid0001,2015-05-09,295756.0,2.1,62.8,"(2.1,62.8)",24.5269256,10.0718285,101.4417299,34.5,61.2,24.5,2.1,15.9
MOD16A2GF_061_ET_500m_doy2015137_aid0001,ET_500m,aid0001,2015-05-17,295756.0,0.7,67.9,"(0.7,67.9)",26.9237398,11.4159245,130.3233327,37.4,67.7,28.6,0.7,17.2
MOD16A2GF_061_ET_500m_doy2015145_aid0001,ET_500m,aid0001,2015-05-25,295756.0,0.9,69.9,"(0.9,69.9)",28.034354,10.9613161,120.1504496,37.8,66.3,30.0,0.9,18.8
MOD16A2GF_061_ET_500m_doy2015153_aid0001,ET_500m,aid0001,2015-06-02,295756.0,0.6,70.3,"(0.6,70.3)",27.9839543,11.5391605,133.1522258,38.2,68.0,30.0,0.6,18.1
MOD16A2GF_061_ET_500m_doy2015161_aid0001,ET_500m,aid0001,2015-06-10,295756.0,6.3,70.5,"(6.3,70.5)",28.9049406,8.4870374,72.0298038,35.0,54.2,30.1,6.3,22.2
MOD16A2GF_061_ET_500m_doy2015169_aid0001,ET_500m,aid0001,2015-06-18,295756.0,6.5,70.7,"(6.5,70.7)",29.7944978,9.1202585,83.1791151,36.1,55.7,31.1,6.5,23.0
MOD16A2GF_061_ET_500m_doy2015177_aid0001,ET_500m,aid0001,2015-06-26,295756.0,9.0,77.9,"(9.0,77.9)",34.524811,9.1524528,83.7673914,40.8,59.8,35.4,9.1,28.1
MOD16A2GF_061_ET_500m_doy2015185_aid0001,ET_500m,aid0001,2015-07-04,295756.0,13.3,65.6,"(13.3,65.6)",26.5404245,5.9648429,35.5793513,29.4,39.9,25.7,13.3,22.4
MOD16A2GF_061_ET_500m_doy2015193_aid0001,ET_500m,aid0001,2015-07-12,295756.0,13.3,67.5,"(13.3,67.5)",28.1380814,5.6190483,31.5737036,30.9,41.1,27.8,14.0,24.1
MOD16A2GF_061_ET_500m_doy2015201_aid0001,ET_500m,aid0001,2015-07-20,295756.0,14.9,66.5,"(14.9,66.5)",28.1004081,6.1154746,37.3990294,31.3,42.7,27.3,14.9,23.7
MOD16A2GF_061_ET_500m_doy2015209_aid0001,ET_500m,aid0001,2015-07-28,295756.0,15.8,70.8,"(15.8,70.8)",29.4226687,6.127218,37.5428007,32.3,43.1,28.7,15.8,25.1
MOD16A2GF_061_ET_500m_doy2015217_aid0001,ET_500m,aid0001,2015-08-05,295756.0,13.5,69.5,"(13.5,69.5)",29.5286442,6.4837532,42.0390553,32.6,43.8,28.5,14.0,25.1
MOD16A2GF_061_ET_500m_doy2015225_aid0001,ET_500m,aid0001,2015-08-13,295756.0,17.8,72.6,"(17.8,72.6)",32.2829528,6.4195509,41.2106333,35.0,45.8,31.5,17.8,27.8
MOD16A2GF_061_ET_500m_doy2015233_aid0001,ET_500m,aid0001,2015-08-21,295756.0,13.7,63.6,"(13.7,63.6)",25.716137,5.6166984,31.547301,26.9,33.8,24.6,15.4,22.3
MOD16A2GF_061_ET_500m_doy2015241_aid0001,ET_500m,aid0001,2015-08-29,295756.0,14.3,61.7,"(14.3,61.7)",24.9489982,5.7070469,32.5703839,26.2,33.2,23.8,14.5,21.5
MOD16A2GF_061_ET_500m_doy2015249_aid0001,ET_500m,aid0001,2015-09-06,295756.0,13.8,69.4,"(13.8,69.4)",29.5800592,7.2035288,51.8908277,31.5,41.4,28.8,15.1,24.9
MOD16A2GF_061_ET_500m_doy2015257_aid0001,ET_500m,aid0001,2015-09-14,295756.0,14.9,66.4,"(14.9,66.4)",27.9199066,7.1833282,51.6002041,29.1,37.6,27.0,14.9,23.4
MOD16A2GF_061_ET_500m_doy2015265_aid0001,ET_500m,aid0001,2015-09-22,295756.0,12.8,69.3,"(12.8,69.3)",31.8253144,8.1962377,67.1783126,35.5,48.8,31.7,13.3,26.6
MOD16A2GF_061_ET_500m_doy2015273_aid0001,ET_500m,aid0001,2015-09-30,295756.0,10.7,68.7,"(10.7,68.7)",30.6708216,8.343556,69.6149261,33.9,45.6,30.0,14.4,26.1
MOD16A2GF_061_ET_500m_doy2015281_aid0001,ET_500m,aid0001,2015-10-08,295756.0,12.3,63.3,"(12.3,63.3)",26.6770527,7.6399183,58.3683518,28.7,38.9,25.4,12.3,21.9
MOD16A2GF_061_ET_500m_doy2015289_aid0001,ET_500m,aid0001,2015-10-16,295756.0,7.8,68.4,"(7.8,68.4)",29.2851469,8.816495,77.7305839,32.8,47.0,29.2,9.1,23.3
MOD16A2GF_061_ET_500m_doy2015297_aid0001,ET_500m,aid0001,2015-10-24,295756.0,10.1,61.1,"(10.1,61.1)",25.9361988,7.5312728,56.7200694,29.0,41.3,25.7,10.1,20.8
MOD16A2GF_061_ET_500m_doy2015305_aid0001,ET_500m,aid0001,2015-11-01,295756.0,9.1,60.7,"(9.1,60.7)",24.3982638,7.1665256,51.3590891,28.1,42.5,24.7,9.1,18.5
MOD16A2GF_061_ET_500m_doy2015313_aid0001,ET_500m,aid0001,2015-11-09,295756.0,8.7,58.3,"(8.7,58.3)",22.8867817,6.5129667,42.4187353,26.9,41.7,23.5,8.7,17.0
MOD16A2GF_061_ET_500m_doy2015321_aid0001,ET_500m,aid0001,2015-11-17,295756.0,8.6,54.1,"(8.6,54.1)",20.8573581,5.8371384,34.072185,24.9,39.0,22.3,8.6,15.5
MOD16A2GF_061_ET_500m_doy2015329_aid0001,ET_500m,aid0001,2015-11-25,295756.0,10.3,56.2,"(10.3,56.2)",20.2468927,4.7145204,22.2267029,23.7,35.2,20.6,10.3,16.0
MOD16A2GF_061_ET_500m_doy2015337_aid0001,ET_500m,aid0001,2015-12-03,295756.0,9.3,50.2,"(9.3,50.2)",17.0368456,3.9933524,15.9468631,20.1,30.3,17.3,9.3,13.3
MOD16A2GF_061_ET_500m_doy2015345_aid0001,ET_500m,aid0001,2015-12-11,295756.0,6.5,46.9,"(6.5,46.9)",14.2793012,3.4118236,11.6405402,17.2,26.2,13.9,6.5,11.2
MOD16A2GF_061_ET_500m_doy2015353_aid0001,ET_500m,aid0001,2015-12-19,295756.0,6.2,42.4,"(6.2,42.4)",13.8265996,4.2228527,17.8324846,17.7,29.5,13.4,6.2,9.8
MOD16A2GF_061_ET_500m_doy2015361_aid0001,ET_500m,aid0001,2015-12-27,295756.0,4.9,28.5,"(4.9,28.5)",9.2254913,2.3319927,5.43819,11.4,17.7,8.8,4.9,7.2
MOD16A2GF_061_ET_500m_doy2016001_aid0001,ET_500m,aid0001,2016-01-01,295756.0,6.4,44.1,"(6.4,44.1)",13.958154,4.5099656,20.3397894,18.3,30.9,13.2,6.4,9.7
MOD16A2GF_061_ET_500m_doy2016009_aid0001,ET_500m,aid0001,2016-01-09,295756.0,6.0,33.0,"(6.0,33.0)",12.6878636,3.7581498,14.1236899,16.1,26.0,12.0,6.0,9.5
MOD16A2GF_061_ET_500m_doy2016017_aid0001,ET_500m,aid0001,2016-01-17,295756.0,6.4,34.3,"(6.4,34.3)",13.2871955,3.4793669,12.1059938,16.2,25.2,12.6,6.4,10.2
MOD16A2GF_061_ET_500m_doy2016025_aid0001,ET_500m,aid0001,2016-01-25,295756.0,5.5,40.8,"(5.5,40.8)",12.9797303,4.0901264,16.7291342,16.4,26.4,12.1,5.5,9.7
MOD16A2GF_061_ET_500m_doy2016033_aid0001,ET_500m,aid0001,2016-02-02,295756.0,4.6,39.0,"(4.6,39.0)",14.0278743,5.2968035,28.0561278,19.0,33.1,12.9,4.6,9.6
MOD16A2GF_061_ET_500m_doy2016041_aid0001,ET_500m,aid0001,2016-02-10,295756.0,3.8,42.1,"(3.8,42.1)",14.5950419,6.8056912,46.3174331,21.2,39.4,13.0,3.8,8.4
MOD16A2GF_061_ET_500m_doy2016049_aid0001,ET_500m,aid0001,2016-02-18,295756.0,2.4,45.4,"(2.4,45.4)",15.3065412,7.9020478,62.442359,23.3,45.4,13.2,2.4,8.1
MOD16A2GF_061_ET_500m_doy2016057_aid0001,ET_500m,aid0001,2016-02-26,295756.0,1.5,47.2,"(1.5,47.2)",14.9612644,8.3065505,68.9987816,23.6,47.2,12.0,1.5,7.8
MOD16A2GF_061_ET_500m_doy2016065_aid0001,ET_500m,aid0001,2016-03-05,295756.0,0.9,48.8,"(0.9,48.8)",14.6629387,8.8214949,77.8187718,23.4,45.6,11.5,0.9,7.4
MOD16A2GF_061_ET_500m_doy2016073_aid0001,ET_500m,aid0001,2016-03-13,295756.0,1.4,51.1,"(1.4,51.1)",15.8509122,9.4275807,88.8792775,25.5,51.1,12.5,1.4,8.0
MOD16A2GF_061_ET_500m_doy2016081_aid0001,ET_500m,aid0001,2016-03-21,295756.0,1.1,50.6,"(1.1,50.6)",14.0407785,9.4743144,89.7626336,17.4,32.8,10.5,1.1,7.1
MOD16A2GF_061_ET_500m_doy2016089_aid0001,ET_500m,aid0001,2016-03-29,295756.0,2.8,49.9,"(2.8,49.9)",15.7955852,7.9282983,62.8579142,20.6,36.8,13.6,2.8,9.7
MOD16A2GF_061_ET_500m_doy2016097_aid0001,ET_500m,aid0001,2016-04-06,295756.0,0.5,58.4,"(0.5,58.4)",18.5097875,11.3293113,128.3532939,27.6,55.2,15.5,0.5,9.2
MOD16A2GF_061_ET_500m_doy2016105_aid0001,ET_500m,aid0001,2016-04-14,295756.0,2.0,58.9,"(2.0,58.9)",20.4749807,9.675257,93.610598,29.6,54.8,19.0,2.0,12.2
MOD16A2GF_061_ET_500m_doy2016113_aid0001,ET_500m,aid0001,2016-04-22,295756.0,0.9,62.5,"(0.9,62.5)",23.2532297,12.2081423,149.0387396,35.3,62.5,21.3,0.9,12.7
MOD16A2GF_061_ET_500m_doy2016121_aid0001,ET_500m,aid0001,2016-04-30,295756.0,0.7,58.0,"(0.7,58.0)",21.9464846,9.9549928,99.1018813,32.2,58.0,21.8,0.7,13.3
MOD16A2GF_061_ET_500m_doy2016129_aid0001,ET_500m,aid0001,2016-05-08,295756.0,0.7,63.3,"(0.7,63.3)",23.7922605,11.0424246,121.9351403,34.4,63.3,23.3,0.7,14.7
MOD16A2GF_061_ET_500m_doy2016137_aid0001,ET_500m,aid0001,2016-05-16,295756.0,6.5,67.1,"(6.5,67.1)",26.1049859,8.8989356,79.1910546,33.1,54.5,27.1,6.5,18.8
MOD16A2GF_061_ET_500m_doy2016145_aid0001,ET_500m,aid0001,2016-05-24,295756.0,2.2,69.5,"(2.2,69.5)",27.9232891,10.8191534,117.0540796,37.0,64.4,29.4,2.2,18.7
MOD16A2GF_061_ET_500m_doy2016153_aid0001,ET_500m,aid0001,2016-06-01,295756.0,2.5,71.1,"(2.5,71.1)",29.0594646,11.2331033,126.1826102,39.1,68.0,30.5,2.5,19.8
MOD16A2GF_061_ET_500m_doy2016161_aid0001,ET_500m,aid0001,2016-06-09,295756.0,3.9,68.1,"(3.9,68.1)",27.77429,8.5008774,72.2649163,33.7,51.8,28.8,3.9,21.6
MOD16A2GF_061_ET_500m_doy2016169_aid0001,ET_500m,aid0001,2016-06-17,295756.0,6.9,69.7,"(6.9,69.7)",30.1968234,6.9963681,48.949167,34.5,48.4,30.6,11.3,25.2
MOD16A2GF_061_ET_500m_doy2016177_aid0001,ET_500m,aid0001,2016-06-25,295756.0,6.5,72.1,"(6.5,72.1)",29.8835631,7.6192419,58.0528475,34.6,49.4,29.7,9.9,24.7
MOD16A2GF_061_ET_500m_doy2016185_aid0001,ET_500m,aid0001,2016-07-03,295756.0,8.6,72.0,"(8.6,72.0)",30.0546572,6.613147,43.733713,33.2,44.9,29.4,13.7,25.4
MOD16A2GF_061_ET_500m_doy2016193_aid0001,ET_500m,aid0001,2016-07-11,295756.0,12.4,72.2,"(12.4,72.2)",31.6857332,6.711198,45.0401782,34.8,46.3,30.9,15.6,27.1
MOD16A2GF_061_ET_500m_doy2016201_aid0001,ET_500m,aid0001,2016-07-19,295756.0,16.4,69.3,"(16.4,69.3)",31.4157961,6.6372166,44.0526448,34.1,44.9,30.5,16.4,26.9
MOD16A2GF_061_ET_500m_doy2016209_aid0001,ET_500m,aid0001,2016-07-27,295756.0,13.1,71.3,"(13.1,71.3)",32.125828,7.9665599,63.4660762,35.4,48.1,31.8,14.2,26.9
MOD16A2GF_061_ET_500m_doy2016217_aid0001,ET_500m,aid0001,2016-08-04,295756.0,12.5,71.8,"(12.5,71.8)",29.939186,8.2765145,68.5006921,33.3,46.2,28.8,12.5,24.7
MOD16A2GF_061_ET_500m_doy2016225_aid0001,ET_500m,aid0001,2016-08-12,295756.0,8.2,73.1,"(8.2,73.1)",33.0088465,8.7665883,76.8530708,36.3,50.4,33.1,12.8,26.9
MOD16A2GF_061_ET_500m_doy2016233_aid0001,ET_500m,aid0001,2016-08-20,295756.0,8.5,72.9,"(8.5,72.9)",31.8973617,9.217598,84.9641135,35.7,50.4,32.0,11.2,25.9
MOD16A2GF_061_ET_500m_doy2016241_aid0001,ET_500m,aid0001,2016-08-28,295756.0,14.5,69.6,"(14.5,69.6)",30.7574741,7.3224809,53.6187265,32.6,41.9,29.6,17.1,26.4
MOD16A2GF_061_ET_500m_doy2016249_aid0001,ET_500m,aid0001,2016-09-05,295756.0,14.0,70.5,"(14.0,70.5)",29.9257692,7.2308931,52.2858147,32.4,42.7,28.4,15.2,25.5
MOD16A2GF_061_ET_500m_doy2016257_aid0001,ET_500m,aid0001,2016-09-13,295756.0,12.1,65.7,"(12.1,65.7)",27.3421489,7.2062519,51.9300657,29.6,39.6,26.5,12.9,22.9
MOD16A2GF_061_ET_500m_doy2016265_aid0001,ET_500m,aid0001,2016-09-21,295756.0,14.5,69.6,"(14.5,69.6)",29.8840169,7.2648293,52.7777454,32.4,43.2,28.8,14.5,25.2
MOD16A2GF_061_ET_500m_doy2016273_aid0001,ET_500m,aid0001,2016-09-29,295756.0,8.9,68.0,"(8.9,68.0)",28.8521619,8.2051265,67.324101,31.2,42.0,28.7,13.2,24.0
MOD16A2GF_061_ET_500m_doy2016281_aid0001,ET_500m,aid0001,2016-10-07,295756.0,11.6,67.3,"(11.6,67.3)",28.4304589,7.7376488,59.8712093,30.8,41.7,27.0,12.7,23.5
MOD16A2GF_061_ET_500m_doy2016289_aid0001,ET_500m,aid0001,2016-10-15,295756.0,4.6,64.8,"(4.6,64.8)",30.3740644,8.966832,80.4040758,34.8,49.0,31.4,11.1,25.3
MOD16A2GF_061_ET_500m_doy2016297_aid0001,ET_500m,aid0001,2016-10-23,295756.0,7.0,65.2,"(7.0,65.2)",27.3131453,8.3922571,70.42998,31.1,44.9,27.3,8.1,21.9
MOD16A2GF_061_ET_500m_doy2016305_aid0001,ET_500m,aid0001,2016-10-31,295756.0,5.8,61.8,"(5.8,61.8)",23.5066213,7.4065833,54.8574763,26.9,39.2,23.2,6.4,18.7
MOD16A2GF_061_ET_500m_doy2016313_aid0001,ET_500m,aid0001,2016-11-08,295756.0,8.1,59.9,"(8.1,59.9)",23.6881673,7.3481755,53.9956836,27.7,43.0,24.6,8.1,17.5
MOD16A2GF_061_ET_500m_doy2016321_aid0001,ET_500m,aid0001,2016-11-16,295756.0,4.8,51.0,"(4.8,51.0)",20.9240938,7.3502112,54.0256054,25.8,43.6,23.3,4.8,13.9
MOD16A2GF_061_ET_500m_doy2016329_aid0001,ET_500m,aid0001,2016-11-24,295756.0,5.9,52.4,"(5.9,52.4)",19.7467,6.6015216,43.5800876,24.1,40.1,21.2,5.9,13.4
MOD16A2GF_061_ET_500m_doy2016337_aid0001,ET_500m,aid0001,2016-12-02,295756.0,4.5,51.2,"(4.5,51.2)",17.3286192,6.6349485,44.0225415,22.9,41.8,19.6,4.5,10.3
MOD16A2GF_061_ET_500m_doy2016345_aid0001,ET_500m,aid0001,2016-12-10,295756.0,5.0,49.9,"(5.0,49.9)",17.1776157,6.3973719,40.9263677,22.4,40.1,19.1,5.0,10.6
MOD16A2GF_061_ET_500m_doy2016353_aid0001,ET_500m,aid0001,2016-12-18,295756.0,6.5,52.6,"(6.5,52.6)",15.9840392,4.9366775,24.3707848,20.2,33.5,16.2,6.5,11.3
MOD16A2GF_061_ET_500m_doy2016361_aid0001,ET_500m,aid0001,2016-12-26,295756.0,4.0,37.9,"(4.0,37.9)",11.390083,4.1909883,17.5643832,15.1,26.8,11.7,4.0,7.2
MOD16A2GF_061_ET_500m_doy2017001_aid0001,ET_500m,aid0001,2017-01-01,295756.0,4.5,45.1,"(4.5,45.1)",14.7437252,5.6540377,31.9681421,19.9,36.3,15.3,4.5,8.9
MOD16A2GF_061_ET_500m_doy2017009_aid0001,ET_500m,aid0001,2017-01-09,295756.0,3.9,40.3,"(3.9,40.3)",13.7032875,5.6739375,32.1935668,19.1,35.9,14.2,3.9,7.9
MOD16A2GF_061_ET_500m_doy2017017_aid0001,ET_500m,aid0001,2017-01-17,295756.0,2.9,37.3,"(2.9,37.3)",14.6141837,6.940575,48.1715814,21.5,37.3,15.4,2.9,7.5
MOD16A2GF_061_ET_500m_doy2017025_aid0001,ET_500m,aid0001,2017-01-25,295756.0,3.7,39.2,"(3.7,39.2)",14.8163919,6.8535017,46.9704852,21.7,39.2,14.8,3.7,7.9
MOD16A2GF_061_ET_500m_doy2017033_aid0001,ET_500m,aid0001,2017-02-02,295756.0,2.8,39.7,"(2.8,39.7)",15.7328409,7.621455,58.0865769,23.3,39.7,16.1,2.8,7.9
MOD16A2GF_061_ET_500m_doy2017041_aid0001,ET_500m,aid0001,2017-02-10,295756.0,2.2,41.5,"(2.2,41.5)",15.3213879,8.49183,72.111177,24.0,41.5,14.9,2.2,6.6
MOD16A2GF_061_ET_500m_doy2017049_aid0001,ET_500m,aid0001,2017-02-18,295756.0,2.4,45.3,"(2.4,45.3)",15.6717808,8.7650356,76.8258485,24.5,45.3,14.3,2.4,7.0
MOD16A2GF_061_ET_500m_doy2017057_aid0001,ET_500m,aid0001,2017-02-26,295756.0,1.8,43.6,"(1.8,43.6)",15.462632,8.7502047,76.5660831,24.3,43.6,13.9,1.8,7.1
MOD16A2GF_061_ET_500m_doy2017065_aid0001,ET_500m,aid0001,2017-03-06,295756.0,1.9,46.9,"(1.9,46.9)",16.5188087,8.8123308,77.6571741,25.7,46.9,14.4,1.9,8.4
MOD16A2GF_061_ET_500m_doy2017073_aid0001,ET_500m,aid0001,2017-03-14,295756.0,1.5,45.6,"(1.5,45.6)",16.6990445,8.6896342,75.5097431,25.5,45.6,14.6,1.5,8.9
MOD16A2GF_061_ET_500m_doy2017081_aid0001,ET_500m,aid0001,2017-03-22,295756.0,1.8,58.4,"(1.8,58.4)",18.2638932,9.419544,88.7278085,27.6,49.9,15.8,1.8,10.0
MOD16A2GF_061_ET_500m_doy2017089_aid0001,ET_500m,aid0001,2017-03-30,295756.0,3.7,52.5,"(3.7,52.5)",20.3763268,7.2179247,52.0984366,26.9,45.0,19.7,3.7,14.7
MOD16A2GF_061_ET_500m_doy2017097_aid0001,ET_500m,aid0001,2017-04-07,295756.0,0.8,58.8,"(0.8,58.8)",22.1879411,11.0174493,121.3841887,34.4,58.8,20.0,0.8,12.8
MOD16A2GF_061_ET_500m_doy2017105_aid0001,ET_500m,aid0001,2017-04-15,295756.0,3.0,57.5,"(3.0,57.5)",21.6622347,7.3299115,53.7276029,28.3,46.9,21.4,3.0,15.8
MOD16A2GF_061_ET_500m_doy2017113_aid0001,ET_500m,aid0001,2017-04-23,295756.0,2.0,70.4,"(2.0,70.4)",25.509475,8.9575092,80.2369716,32.5,53.0,25.2,2.0,18.8
MOD16A2GF_061_ET_500m_doy2017121_aid0001,ET_500m,aid0001,2017-05-01,295756.0,0.9,69.5,"(0.9,69.5)",28.1475706,10.5841767,112.0247965,37.8,65.6,30.5,0.9,19.2
MOD16A2GF_061_ET_500m_doy2017129_aid0001,ET_500m,aid0001,2017-05-09,295756.0,1.6,68.7,"(1.6,68.7)",28.2146432,10.2687817,105.4478781,37.1,63.0,30.2,1.6,19.8
MOD16A2GF_061_ET_500m_doy2017137_aid0001,ET_500m,aid0001,2017-05-17,295756.0,1.2,74.8,"(1.2,74.8)",31.0138739,11.7348987,137.707848,40.2,68.2,34.0,1.2,21.5
MOD16A2GF_061_ET_500m_doy2017145_aid0001,ET_500m,aid0001,2017-05-25,295756.0,5.1,72.1,"(5.1,72.1)",30.4334779,9.3271516,86.9957568,37.4,58.8,32.1,5.1,23.1
MOD16A2GF_061_ET_500m_doy2017153_aid0001,ET_500m,aid0001,2017-06-02,295756.0,4.4,75.8,"(4.4,75.8)",32.4022853,10.7288518,115.1082603,40.2,64.2,34.1,4.4,24.2
MOD16A2GF_061_ET_500m_doy2017161_aid0001,ET_500m,aid0001,2017-06-10,295756.0,12.6,72.1,"(12.6,72.1)",30.787632,7.1563148,51.2128411,35.0,49.5,30.9,12.6,25.3
MOD16A2GF_061_ET_500m_doy2017169_aid0001,ET_500m,aid0001,2017-06-18,295756.0,10.9,72.5,"(10.9,72.5)",32.4679195,7.0165095,49.2314057,36.4,49.7,32.7,14.2,27.5
MOD16A2GF_061_ET_500m_doy2017177_aid0001,ET_500m,aid0001,2017-06-26,295756.0,11.1,72.4,"(11.1,72.4)",31.4251917,6.7741756,45.8894548,34.9,47.2,30.8,14.4,26.7
MOD16A2GF_061_ET_500m_doy2017185_aid0001,ET_500m,aid0001,2017-07-04,295756.0,17.6,67.9,"(17.6,67.9)",28.3096394,5.7756898,33.3585929,30.1,38.3,27.1,17.6,24.6
MOD16A2GF_061_ET_500m_doy2017193_aid0001,ET_500m,aid0001,2017-07-12,295756.0,12.5,72.7,"(12.5,72.7)",31.5766585,8.4632186,71.6260691,36.3,52.2,31.8,12.5,25.7
MOD16A2GF_061_ET_500m_doy2017201_aid0001,ET_500m,aid0001,2017-07-20,295756.0,13.7,67.3,"(13.7,67.3)",28.4895164,6.374184,40.6302222,30.6,40.0,27.4,15.0,24.3
MOD16A2GF_061_ET_500m_doy2017209_aid0001,ET_500m,aid0001,2017-07-28,295756.0,16.8,71.6,"(16.8,71.6)",32.3052594,6.8070686,46.3361829,35.3,46.7,31.7,16.8,27.7
MOD16A2GF_061_ET_500m_doy2017217_aid0001,ET_500m,aid0001,2017-08-05,295756.0,14.0,65.2,"(14.0,65.2)",28.5177751,6.1036825,37.2549406,30.4,39.4,27.8,17.3,24.4
MOD16A2GF_061_ET_500m_doy2017225_aid0001,ET_500m,aid0001,2017-08-13,295756.0,17.5,70.3,"(17.5,70.3)",32.0697616,6.9739119,48.6354469,34.9,46.3,31.7,17.5,27.3
MOD16A2GF_061_ET_500m_doy2017233_aid0001,ET_500m,aid0001,2017-08-21,295756.0,13.6,69.2,"(13.6,69.2)",30.410677,8.0400952,64.6431303,33.3,45.3,30.2,13.6,25.3
MOD16A2GF_061_ET_500m_doy2017241_aid0001,ET_500m,aid0001,2017-08-29,295756.0,16.0,72.7,"(16.0,72.7)",30.302474,6.7596303,45.6926011,32.0,40.4,28.7,18.0,26.4
MOD16A2GF_061_ET_500m_doy2017249_aid0001,ET_500m,aid0001,2017-09-06,295756.0,15.7,68.9,"(15.7,68.9)",29.6836145,7.1583,51.2412589,31.5,40.6,28.3,16.3,25.4
MOD16A2GF_061_ET_500m_doy2017257_aid0001,ET_500m,aid0001,2017-09-14,295756.0,13.1,70.2,"(13.1,70.2)",29.5057074,7.7093247,59.4336879,32.5,44.6,28.6,13.1,24.4
MOD16A2GF_061_ET_500m_doy2017265_aid0001,ET_500m,aid0001,2017-09-22,295756.0,11.5,70.4,"(11.5,70.4)",30.2747123,7.3489782,54.0074802,33.0,43.8,30.1,15.0,25.8
MOD16A2GF_061_ET_500m_doy2017273_aid0001,ET_500m,aid0001,2017-09-30,295756.0,12.2,69.1,"(12.2,69.1)",28.8862603,7.0873809,50.2309675,31.3,41.0,28.2,15.1,24.8
MOD16A2GF_061_ET_500m_doy2017281_aid0001,ET_500m,aid0001,2017-10-08,295756.0,12.7,70.4,"(12.7,70.4)",30.3068722,7.565075,57.2303604,33.0,43.8,29.8,15.0,25.8
MOD16A2GF_061_ET_500m_doy2017289_aid0001,ET_500m,aid0001,2017-10-16,295756.0,10.5,61.7,"(10.5,61.7)",24.5888821,6.9308654,48.0368957,27.0,36.6,24.0,11.0,20.6
MOD16A2GF_061_ET_500m_doy2017297_aid0001,ET_500m,aid0001,2017-10-24,295756.0,8.8,57.2,"(8.8,57.2)",24.9040638,6.9992836,48.9899709,27.9,39.4,24.8,8.8,20.2
MOD16A2GF_061_ET_500m_doy2017305_aid0001,ET_500m,aid0001,2017-11-01,295756.0,4.8,56.1,"(4.8,56.1)",24.7506171,7.9328373,62.9299078,28.7,43.4,25.8,4.8,18.9
MOD16A2GF_061_ET_500m_doy2017313_aid0001,ET_500m,aid0001,2017-11-09,295756.0,6.2,54.8,"(6.2,54.8)",22.3829332,7.4467729,55.4544263,26.1,40.9,23.5,6.2,16.2
MOD16A2GF_061_ET_500m_doy2017321_aid0001,ET_500m,aid0001,2017-11-17,295756.0,7.3,58.8,"(7.3,58.8)",21.8016869,6.7782769,45.945038,25.7,40.1,22.3,7.3,16.1
